scenarioName,scenarioLoop,stepName,stepLoop,correlationId,requestTimeStamp,responseDelayMilliSec,responseTimeStamp,result,method
login_successful,0,login_successful,,"2ae7efe7-621f-4ee2-9006-d22613cc31fb","2021-11-24T14:47:06.249248100",1559.0,"2021-11-24T14:47:07.808417900",PASSED,POST
login_successful,0,login_successful,,"3bad0f51-f647-4aa4-8750-83e81d91ce39","2021-11-24T14:47:05.132233500",956.0,"2021-11-24T14:47:06.089009600",PASSED,POST
login_successful,0,login_successful,,"b05f5394-c810-4b43-956c-358034b26b61","2021-11-24T14:45:07.296154500",1026.0,"2021-11-24T14:45:08.322728600",PASSED,POST
user_creation_test,0,create_user_successfully,,"54e012f5-d925-4526-b37c-4704e4e2f319","2021-11-24T11:04:17.277525300",86198.0,"2021-11-24T11:05:43.475964500",FAILED,POST
user_creation_test,0,create_user_successfully,,"9761f06c-eaf0-4f12-a1e3-d51f03d741d3","2021-11-24T14:47:07.935411700",597.0,"2021-11-24T14:47:08.532948600",PASSED,POST
user_creation_test,0,create_user_successfully,,"dd64fca6-0ae2-4457-a955-6a7af853c057","2021-11-24T11:06:38.428741600",2389.0,"2021-11-24T11:06:40.818570900",PASSED,POST
user_creation_test,0,create_user_successfully,,"e0067c31-f00a-47dc-94f2-d58006d07aee","2021-11-24T14:45:08.452731100",562.0,"2021-11-24T14:45:09.015244600",PASSED,POST
